ID,Document ID,Base ID,Locale,Level,Topic,Question,Option A,Option B,Option C,Option D,Correct,Explanation,Created At,Published At,Created By
25545,"DlcRUi6gaa9uOEjp","astro_00016",fr,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24545,"svUyIED31gWXULCn","astro_00016",pt,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24046,"FP8jn2PO7juu3pLW","astro_00017",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25046,"8YL88zrBrGgdEey9","astro_00017",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25546,"-ZEXeOx21pg-9vJb","astro_00017",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24546,"njbMFt2nBDBS9WE9","astro_00017",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24047,"YqR7Qgzq9I0inJrO","astro_00018",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25047,"zsEl03IdOlBJ-Y2u","astro_00018",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25547,"6seCm61jIoFWFJom","astro_00018",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24547,"debhyzRQ8Aq0aZde","astro_00018",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24048,"8mGD_iRtP7Ov0fmu","astro_00019",en,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25048,"rHbszlqTWRP4ty7Z","astro_00019",es,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25548,"pX-qGsQGqtRpPaI6","astro_00019",fr,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24548,"AXe4QQMuWN5-1Eq3","astro_00019",pt,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24049,"N_pxjPsSvlSraQit","astro_00020",en,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25049,"fx5AhpHTkckfTdl-","astro_00020",es,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25549,"JHz0xAi7h0Xu4qk5","astro_00020",fr,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24549,"QR9wXF92Ykpt_Vky","astro_00020",pt,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24050,"GHc0M0ESN4eZYVK_","astro_00021",en,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25050,"mX8rzexKWlkOzg4o","astro_00021",es,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25550,"Jb7W8Hfa9rWsKVhv","astro_00021",fr,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24550,"RA_MeBTRXpTunK4z","astro_00021",pt,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24051,"CKZNTKK_kdf0TZ2L","astro_00022",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25051,"ZIUlxiMYMdtqiwIW","astro_00022",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25551,"9d-j2KxdcNFg7pdf","astro_00022",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24551,"Wr_ZqMHwjdF2x88D","astro_00022",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24052,"NLcFptYdHyvFmGn8","astro_00023",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25052,"4wJ6bIsQ2vbDlZH-","astro_00023",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25552,"hYK0bppF8AqTf6W0","astro_00023",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24552,"d-EDNUG340m-zqJM","astro_00023",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24053,"7VoSsvcNiuzMAGOH","astro_00024",en,2,"Galaxies & Cosmology","What galaxy type is this image?","Elliptical","Barred spiral","Irregular","Ring",B,"Bar plus arms indicates barred spiral.",1767615387183,1767615387183,1
25053,"_r91cM2yWQybuzH4","astro_00024",es,2,"Galaxies & Cosmology","What galaxy type is this image?","Elliptical","Barred spiral","Irregular","Ring",B,"Bar plus arms indicates barred spiral.",1767615387183,1767615387183,1
25553,"GpN3mHco6Rng_G3J","astro_00024",fr,2,"Galaxies & Cosmology","What galaxy type is this image?","Elliptical","Barred spiral","Irregular","Ring",B,"Bar plus arms indicates barred spiral.",1767615387183,1767615387183,1
24553,"N-UciGZ6rfMCS56W","astro_00024",pt,2,"Galaxies & Cosmology","What galaxy type is this image?","Elliptical","Barred spiral","Irregular","Ring",B,"Bar plus arms indicates barred spiral.",1767615387183,1767615387183,1
24054,"tWn7zdgJMV5tzMIg","astro_00025",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25054,"EfnZAXjpuxlqs_C9","astro_00025",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25554,"6qI8yMQZTdXYsMAo","astro_00025",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24554,"Bny6NGr_G_cVFLzg","astro_00025",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24055,"sA2J8OeBgrL0qDMw","astro_00026",en,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25055,"h5ZBMoz9d4bJyeU7","astro_00026",es,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25555,"Y1Rt8SeaA4LXnb_x","astro_00026",fr,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24555,"KDJJQyE3w6oGGX9p","astro_00026",pt,2,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
24056,"TLSwPQtaMLVmKP5n","astro_00027",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25056,"F8vA_PAw0aVCRiiS","astro_00027",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25556,"o9C6ByOVnUqgS6r1","astro_00027",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24556,"A84Hu_994DELb-vH","astro_00027",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24057,"MS7RLYtQ6F7loUF6","astro_00028",en,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25057,"_Z3MsjYQWxr84raV","astro_00028",es,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25557,"d4F9yxhEdAWj912O","astro_00028",fr,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24557,"S1iR1znFU8rPBas2","astro_00028",pt,2,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24058,"IjLXopkwy3niMkVT","astro_00029",en,3,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25058,"LZ5kmvj2KAuIbxJ7","astro_00029",es,3,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
25558,"c6dj2Gjuv7SWeLZ8","astro_00029",fr,3,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24558,"82LhEJi-eaAnEohW","astro_00029",pt,3,"Galaxies & Cosmology","What type of galaxy is the Milky Way?","Elliptical","Spiral","Irregular","Ring",B,"The Milky Way is a barred spiral galaxy.",1767615387183,1767615387183,1
24059,"y4npi6NEgrp1yVl6","astro_00030",en,3,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25059,"YMGd31LntkLjLXxd","astro_00030",es,3,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
25559,"vpw_0FhBpQOodNFM","astro_00030",fr,3,"Galaxies & Cosmology","What does redshift in galaxies indicate?","Approaching","Rotating","Moving away","Cooling",C,"Redshift shows recessional velocity via Doppler effect.",1767615387183,1767615387183,1
