baseId,topic,question,level,optionA,optionB,optionC,optionD,correctOption,explanation
q1035,Sistema Solar,Qual planeta possui o maior vulcão do Sistema Solar?,2,Terra,Marte,Júpiter,Vênus,B,"Marte possui o Monte Olimpo, o maior vulcão do Sistema Solar com 22 km de altura, quase 3 vezes o Monte Everest."
q1036,Estrelas,Qual é a constelação que contém as Três Marias?,1,Cruzeiro do Sul,Órion,Escorpião,Ursa Maior,B,"As Três Marias fazem parte da constelação de Órion, representando o cinturão do caçador mitológico."
q1037,Sistema Solar,Qual planeta poderia flutuar na água?,2,Terra,Saturno,Marte,Mercúrio,B,"Saturno tem densidade média menor que a água (cerca de 0,687 g/cm³), então teoricamente flutuaria se houvesse um oceano grande o suficiente."
q1038,Astronomia,O que é um ano-luz?,2,Tempo de viagem,Distância percorrida pela luz em 1 ano,Idade de uma estrela,Velocidade da luz,B,"Um ano-luz é a distância que a luz percorre no vácuo durante um ano, equivalente a cerca de 9,5 trilhões de quilômetros."
q1039,Sistema Solar,Qual planeta tem a órbita mais excêntrica?,2,Terra,Marte,Mercúrio,Vênus,C,"Mercúrio possui a órbita mais excêntrica (alongada) entre os planetas, com sua distância ao Sol variando significativamente."
q1040,Lua,Por que a Lua não tem atmosfera?,2,Muito fria,Gravidade fraca,Muito perto do Sol,Feita de rocha,B,"A Lua tem gravidade muito fraca (1/6 da Terra) para reter uma atmosfera, fazendo com que gases escapem para o espaço."
q1041,Sistema Solar,Qual é o planeta mais distante do Sol?,1,Saturno,Urano,Netuno,Plutão,C,"Netuno é o planeta mais distante do Sol, orbitando a cerca de 4,5 bilhões de quilômetros de distância."
q1042,Terra,Qual é o nome da camada da atmosfera onde vivemos?,1,Estratosfera,Troposfera,Mesosfera,Termosfera,B,"A troposfera é a camada mais baixa da atmosfera terrestre, onde ocorre o clima e onde vivemos, estendendo-se até cerca de 12 km de altitude."
q1043,Estrelas,O que acontecerá com o Sol no futuro distante?,2,Explodir como supernova,Virar gigante vermelha,Virar buraco negro,Desaparecer,B,"Em cerca de 5 bilhões de anos, o Sol se expandirá em uma gigante vermelha, possivelmente engolindo os planetas internos antes de se tornar uma anã branca."
q1044,Sistema Solar,Qual planeta tem ventos mais fortes?,2,Terra,Marte,Netuno,Vênus,C,"Netuno possui os ventos mais fortes do Sistema Solar, atingindo velocidades de até 2.100 km/h, mais de 5 vezes a velocidade de um furacão terrestre."
q1045,Astronomia,Quantas constelações oficiais existem?,2,12,48,88,100,C,"A União Astronômica Internacional reconhece oficialmente 88 constelações, dividindo toda a esfera celeste."
q1046,Sistema Solar,Qual é a temperatura aproximada na superfície do Sol?,2,6.000°C,15.000°C,1.000.000°C,100.000°C,A,"A superfície do Sol (fotosfera) tem temperatura de aproximadamente 5.500-6.000°C, enquanto o núcleo chega a 15 milhões de graus."
q1047,Terra,O que causa o dia e a noite?,1,Translação da Terra,Rotação da Terra,Lua bloqueando o Sol,Nuvens,B,"O dia e a noite são causados pela rotação da Terra em torno de seu próprio eixo, que leva 24 horas para completar."
q1048,Sistema Solar,Qual planeta tem mais de 80 luas conhecidas?,2,Terra,Marte,Júpiter,Vênus,C,"Júpiter possui mais de 90 luas conhecidas, sendo as 4 maiores (Io, Europa, Ganimedes e Calisto) chamadas de luas galileanas."
q1049,Astronomia,O que é a Via Láctea?,1,Uma estrela,Nossa galáxia,Um planeta,Uma nebulosa,B,"A Via Láctea é a galáxia espiral onde está localizado o Sistema Solar, contendo entre 200-400 bilhões de estrelas."
q1050,Sistema Solar,Em que posição está a Terra no Sistema Solar?,1,1º planeta,2º planeta,3º planeta,4º planeta,C,"A Terra é o terceiro planeta a partir do Sol, localizada entre Vênus e Marte na zona habitável do Sistema Solar."
q1051,Lua,O que causa as fases da Lua?,2,Sombra da Terra,Posição relativa Sol-Terra-Lua,Rotação da Lua,Nuvens,B,"As fases da Lua são causadas pela mudança na posição relativa entre Sol, Terra e Lua, alterando a porção iluminada visível da Terra."
q1052,Sistema Solar,Qual planeta é conhecido como a Estrela D'Alva?,1,Marte,Júpiter,Vênus,Mercúrio,C,"Vênus é chamado de Estrela D'Alva ou Estrela da Tarde por ser o objeto mais brilhante no céu após o Sol e a Lua."
q1053,Estrelas,Qual é a cor do Sol quando visto do espaço?,2,Amarelo,Laranja,Branco,Azul,C,"Do espaço, o Sol aparece branco porque emite todas as cores do espectro visível. Vemos amarelo na Terra devido à dispersão atmosférica."
q1054,Sistema Solar,O que é o Cinturão de Asteroides?,2,Anéis de Saturno,Região entre Marte e Júpiter,Órbita da Lua,Borda do Sistema Solar,B,"O Cinturão de Asteroides é uma região entre Marte e Júpiter contendo milhões de asteroides rochosos e metálicos."
q1055,Terra,Quanto tempo a Terra leva para dar uma volta completa em torno de si mesma?,1,12 horas,24 horas,48 horas,365 dias,B,"A Terra completa uma rotação em aproximadamente 24 horas (mais precisamente 23h 56min), definindo a duração de um dia."
q1056,Sistema Solar,Qual planeta não tem lua?,1,Marte,Vênus,Júpiter,Netuno,B,"Vênus e Mercúrio são os únicos planetas sem luas no Sistema Solar. Vênus possivelmente perdeu suas luas devido à gravidade solar."
q1057,Astronomia,O que são as auroras boreais?,2,Reflexo do gelo,Partículas solares na atmosfera,Nuvens brilhantes,Estrelas cadentes,B,"Auroras boreais são causadas por partículas carregadas do vento solar interagindo com o campo magnético terrestre e gases atmosféricos."
q1058,Sistema Solar,Qual é o objeto mais massivo do Sistema Solar?,1,Júpiter,A Terra,O Sol,Saturno,C,"O Sol contém 99,86% de toda a massa do Sistema Solar, sendo 333.000 vezes mais massivo que a Terra."
q1059,Lua,A Lua está se afastando ou se aproximando da Terra?,2,Se aproximando,Se afastando,Distância constante,Depende da estação,B,"A Lua se afasta da Terra cerca de 3,8 cm por ano devido à transferência de momento angular através das marés."
q1060,Sistema Solar,Qual planeta tem um dia mais curto?,2,Terra,Marte,Júpiter,Saturno,C,"Júpiter tem o dia mais curto do Sistema Solar, completando uma rotação em apenas 9 horas e 55 minutos."
q1061,Estrelas,Quantas estrelas podemos ver a olho nu em uma noite escura?,2,Centenas,Alguns milhares,Milhões,Bilhões,B,"Em condições ideais, longe de poluição luminosa, podemos ver cerca de 2.000 a 3.000 estrelas a olho nu."
q1062,Sistema Solar,O que é Plutão classificado atualmente?,1,Planeta,Planeta anão,Asteroide,Cometa,B,"Plutão foi reclassificado como planeta anão em 2006 pela União Astronômica Internacional por não ter 'limpo' sua órbita de outros objetos."
q1063,Terra,Qual é a idade aproximada da Terra?,2,4,5 mil anos,4,5 milhões de anos,4,5 bilhões de anos,4,5 trilhões de anos,C,"A Terra tem aproximadamente 4,54 bilhões de anos, formada a partir da nebulosa solar que deu origem ao Sistema Solar."
q1064,Sistema Solar,Qual planeta tem a atmosfera mais densa?,2,Terra,Marte,Vênus,Mercúrio,C,"Vênus possui a atmosfera mais densa entre os planetas rochosos, com pressão superficial 92 vezes maior que a da Terra."
q1065,Astronomia,O que é uma nebulosa?,2,Galáxia distante,Nuvem de gás e poeira espacial,Planeta em formação,Estrela morta,B,"Uma nebulosa é uma nuvem gigante de gás (principalmente hidrogênio) e poeira no espaço, onde novas estrelas podem nascer."
q1066,Sistema Solar,Quantos planetas rochosos existem no Sistema Solar?,1,2,3,4,5,C,"Existem 4 planetas rochosos (terrestres): Mercúrio, Vênus, Terra e Marte, localizados na parte interna do Sistema Solar."
q1067,Sol,Qual é o diâmetro aproximado do Sol?,2,100.000 km,700.000 km,1,4 milhão de km,10 milhões de km,C,"O Sol tem diâmetro de aproximadamente 1,4 milhão de quilômetros, cabendo cerca de 109 Terras lado a lado em seu diâmetro."
q1068,Sistema Solar,Qual planeta tem as estações mais extremas?,2,Terra,Marte,Urano,Vênus,C,"Urano tem as estações mais extremas devido à sua inclinação de 98°, com cada polo ficando 42 anos na luz e 42 anos na escuridão."
q1069,Lua,Qual é o fenômeno quando a Lua parece maior no horizonte?,2,Superlua,Lua azul,Ilusão lunar,Periélio lunar,C,"A ilusão lunar é um efeito óptico que faz a Lua parecer maior quando está no horizonte, embora seu tamanho angular seja o mesmo."
q1070,Sistema Solar,Qual é o planeta mais frio do Sistema Solar?,2,Netuno,Urano,Plutão,Saturno,B,"Urano é o planeta mais frio, com temperatura mínima de -224°C, mesmo não sendo o mais distante do Sol."
q1071,Terra,Em que camada da Terra vivemos?,1,Núcleo,Manto,Crosta,Atmosfera,C,"Vivemos na crosta terrestre, a camada mais externa e fina da Terra, com espessura de 5-70 km."
q1072,Astronomia,O que é o Cinturão de Kuiper?,2,Região interna do Sistema Solar,Região além de Netuno,Atmosfera de Júpiter,Centro da Via Láctea,B,"O Cinturão de Kuiper é uma região além da órbita de Netuno contendo milhares de objetos gelados, incluindo Plutão."
q1073,Sistema Solar,Quantos planetas gasosos existem no Sistema Solar?,1,2,3,4,5,C,"Existem 4 planetas gasosos (jovianos): Júpiter, Saturno, Urano e Netuno, localizados na parte externa do Sistema Solar."
q1074,Estrelas,O que é uma supergigante vermelha?,2,Planeta vermelho,Estrela muito grande e fria,Tipo de galáxia,Nebulosa vermelha,B,"Uma supergigante vermelha é uma estrela massiva na fase final de sua vida, expandida e com temperatura superficial relativamente baixa."
q1075,Sistema Solar,Qual é a principal característica de Mercúrio?,2,Anéis brilhantes,Crateras e variação extrema de temperatura,Grande mancha,Oceanos congelados,B,"Mercúrio tem superfície cheia de crateras e a maior variação de temperatura do Sistema Solar: de -180°C à noite a 430°C durante o dia."
q1076,Lua,A Lua tem água?,2,Não tem água,Tem gelo em crateras polares,Tem oceanos,Tem rios,B,"Evidências indicam gelo de água em crateras permanentemente sombreadas nos polos lunares, descoberto por missões recentes."
q1077,Sistema Solar,O que são os planetas internos?,1,Próximos ao Sol,Distantes do Sol,Com anéis,Sem atmosfera,A,"Planetas internos são os quatro planetas rochosos mais próximos ao Sol: Mercúrio, Vênus, Terra e Marte."
q1078,Terra,Qual é a forma da órbita da Terra?,2,Círculo perfeito,Elipse,Quadrado,Espiral,B,"A órbita da Terra é elíptica (oval), com o Sol em um dos focos, variando de 147 a 152 milhões de km do Sol."
q1079,Astronomia,O que é a magnitude estelar?,2,Tamanho da estrela,Brilho aparente da estrela,Temperatura da estrela,Idade da estrela,B,"Magnitude estelar é uma medida do brilho aparente de um objeto celeste visto da Terra, onde números menores indicam maior brilho."
q1080,Sistema Solar,Qual planeta gira em sentido contrário aos outros?,2,Marte,Vênus,Urano,Netuno,B,"Vênus possui rotação retrógrada, girando no sentido contrário à maioria dos planetas, possivelmente devido a um impacto gigante no passado."
q1081,Sol,Quantos anos o Sol tem?,2,4,6 milhões de anos,4,6 bilhões de anos,10 bilhões de anos,14 bilhões de anos,B,"O Sol tem aproximadamente 4,6 bilhões de anos e está na metade de sua vida como estrela da sequência principal."
q1082,Sistema Solar,O que é a Zona Habitável?,2,Centro do Sol,Região onde pode existir água líquida,Superfície de Marte,Interior da Terra,B,"A Zona Habitável é a região ao redor de uma estrela onde a temperatura permite a existência de água líquida na superfície planetária."
q1083,Lua,Qual foi o primeiro ser vivo a orbitar a Lua?,2,Humanos,Cadela Laika,Moscas,Chimpanzé,C,"Em 1968, moscas-das-frutas a bordo da sonda soviética Zond 5 foram os primeiros seres vivos a orbitar a Lua e retornar vivos à Terra."
q1084,Sistema Solar,Qual planeta tem um campo magnético mais forte?,2,Terra,Marte,Júpiter,Vênus,C,"Júpiter possui o campo magnético mais forte do Sistema Solar, cerca de 20.000 vezes mais intenso que o da Terra."
q1085,Astronomia,O que é uma unidade astronômica (UA)?,2,1 ano-luz,Distância Terra-Sol,Tamanho do Sol,Velocidade da luz,B,"Uma Unidade Astronômica (UA) é a distância média entre a Terra e o Sol, aproximadamente 150 milhões de quilômetros."
q1086,Terra,Quantas vezes a Terra cabe no Sol?,2,Cerca de 100,Cerca de 1.000,Cerca de 1 milhão,Cerca de 1 bilhão,C,"Aproximadamente 1,3 milhão de Terras caberiam dentro do volume do Sol."
q1087,Sistema Solar,Qual planeta foi descoberto por último?,1,Urano,Netuno,Plutão,Marte,B,"Netuno foi o último planeta a ser descoberto (1846), embora Plutão tenha sido descoberto depois (1930) mas não é mais classificado como planeta."
q1088,Estrelas,O que mantém as estrelas brilhando?,2,Queima de combustível,Fusão nuclear,Reflexo do Sol,Eletricidade,B,"Estrelas brilham devido à fusão nuclear em seus núcleos, onde átomos de hidrogênio se fundem em hélio liberando energia."
q1089,Sistema Solar,Qual é a cor de Netuno?,1,Vermelho,Verde,Azul,Amarelo,C,"Netuno aparece azul devido ao metano em sua atmosfera, que absorve luz vermelha e reflete luz azul."
q1090,Terra,Qual é a velocidade orbital da Terra ao redor do Sol?,2,30 km/h,300 km/h,3.000 km/h,30.000 km/h,D,"A Terra orbita o Sol a aproximadamente 107.000 km/h ou 29,8 km/s, completando uma volta em 365,25 dias."
q1091,Lua,Quando aconteceu a primeira alunissagem tripulada?,1,1959,1969,1979,1989,B,"A primeira alunissagem tripulada foi em 20 de julho de 1969, com a missão Apollo 11 e os astronautas Neil Armstrong e Buzz Aldrin."
q1092,Sistema Solar,Qual planeta tem a maior montanha vulcânica?,2,Terra,Vênus,Marte,Júpiter,C,"O Monte Olimpo em Marte é a maior montanha vulcânica do Sistema Solar, com 21,9 km de altura."
q1093,Astronomia,O que são meteoros?,1,Estrelas cadentes,Cometas,Planetas pequenos,Galáxias,A,"Meteoros são fragmentos de rocha ou metal que queimam ao entrar na atmosfera terrestre, criando o fenômeno visual das 'estrelas cadentes'."
q1094,Sistema Solar,Qual planeta tem tempestades com raios de cor azul?,2,Terra,Júpiter,Saturno,Netuno,C,"Saturno possui tempestades elétricas com raios que emitem luz azul, muito mais poderosos que os raios terrestres."
q1095,Sol,Qual é a camada visível do Sol que vemos?,2,Núcleo,Fotosfera,Cromosfera,Corona,B,"A fotosfera é a camada visível do Sol, onde a temperatura é de cerca de 5.500°C e de onde vem a maior parte da luz solar."
q1096,Terra,Quantos continentes existem na Terra?,1,5,6,7,8,C,"A Terra possui 7 continentes: África, América do Norte, América do Sul, Antártida, Ásia, Europa e Oceania."
q1097,Sistema Solar,Qual planeta tem o maior sistema de anéis?,2,Júpiter,Saturno,Urano,Netuno,B,"Saturno possui o maior e mais espetacular sistema de anéis, estendendo-se por centenas de milhares de quilômetros."
q1098,Astronomia,O que é um satélite natural?,1,Nave espacial,Objeto que orbita um planeta,Estrela,Asteroide,B,"Um satélite natural é um corpo celeste que orbita um planeta ou outro corpo maior. A Lua é o satélite natural da Terra."
q1099,Sistema Solar,Qual planeta tem a inclinação axial mais extrema?,2,Terra,Marte,Urano,Vênus,C,"Urano possui inclinação axial de 97,77 graus, fazendo com que seu eixo de rotação esteja quase no plano de sua órbita."
q1100,Estrelas,Qual é a segunda estrela mais próxima da Terra?,2,Sirius,Alpha Centauri,Próxima Centauri,Betelgeuse,C,"Próxima Centauri, parte do sistema Alpha Centauri, é a estrela mais próxima da Terra depois do Sol, a 4,24 anos-luz."
